author,description,pubdate,sentiment
@sugi_rich,klw usernya banayak apakah memperngaruhi speed bang?,5/25/2024 0:50,negative
@dedykristianto8971,Belum dijelasin terkait apakah cuaca (berawan atau tidak) bisa mempengaruhi layanan. Dan bagaimana dg sambaran petir?,5/25/2024 0:45,negative
@pso23channel44,Bang coba tes mampu brpa meter bisa nangkap jaringan dari router nya,5/25/2024 0:41,neutral
@alanarvian7464,"Nih dah gw kasih paham spesifikasi normalnya,, mungkin paket langganan 750rb yang di maksud david harga promo kali ya gatau juga, ini yang gw dapetin dari Starlink : 1. Receiver Dish (Antena) : 9.6jt 2. Langganan Bulanan : - Paket Standard : 1.9jt/bln - Paket Mobile : 2.4jt/bln - Paket Mobile Priority : . 50GB : 4jt/bln . 1TB : 16jt/bln . 5TB : 80jt/bln 1. Paket Standard : - Kecepatan : 30-150 Mbps. - Prioritas Data : Lebih rendah daripada paket Mobile Priority. - Tujuan : Cocok untuk rumah tangga dan bisnis. - Ketidakterbatasan : Data tak terbatas, tetapi kecepatan dapat berkurang jika jaringan sibuk. 2. Paket Mobile : - Kecepatan : 40-220 Mbps. - Prioritas Data : Lebih tinggi daripada paket Standard. - Tujuan : Cocok untuk bisnis bergerak, seperti truk, bus, dan klinik kesehatan bergerak. - Ketidakterbatasan : Data tak terbatas, tetapi ada penurunan kecepatan setelah kuota tertentu. 3. Paket Mobile Priority : - Kecepatan : 40-220 Mbps. - Prioritas Data : Tertinggi. - Tujuan : Cocok untuk bisnis bergerak dan sektor publik (darurat, kapal, dan lainnya). - Ketidakterbatasan : Paket data yang disebutkan (50 GB, 1 TB, 5 TB) bukan batas keras. Jika melebihi kuota, Anda masih dapat menggunakan data dasar tanpa batasan jika berada di daratan. Namun, di laut, Anda hanya dapat membeli data prioritas tambahan. Starlink memungkinkan Anda terhubung ke beberapa perangkat melalui router Wi-Fi. Menurut spesifikasi Starlink, jumlah perangkat yang dapat terhubung adalah 128.",5/25/2024 0:40,neutral
@JoniGunawan,Uang KORUPSI BTS kominfo kalo dibelikan starlink. Dpt berapa ya?,5/25/2024 0:38,negative
@2008knightx,"Kenapa di lapangan, ga di rumah? Gbs konek bagus ya kalo kena tembok/atap Jelek dong",5/25/2024 0:35,negative
@channelreymon4375,Pesanya di mnaa bang,5/25/2024 0:34,neutral
@virtualicatv8771,Klo kehujanan Aman bang?,5/25/2024 0:29,positive
@aditiyafajar2209,"Bentar, serius nanya. Kalo di daerah yg gak ada internet, gimana cara daftar email, pilih paket, dll nya?",5/25/2024 0:29,neutral
@WONG_HOROR,Bisa ni di taruh di gunung wkwkðŸ˜‚,5/25/2024 0:24,neutral
@wahyudi3196,Ternyata begitu hujan speed download starlink langsung drop dibawah 10 Mbps,5/25/2024 0:21,negative
@AntonBalangan,Tambah mangkrak BTS kominfo ðŸ˜…,5/25/2024 0:18,negative
@kacamataonline007,"Enaknya ada starlink atau unlimited modem wifi kayak di luar negeri sebenernya jadi solusi sembrautnya kabel2 di indo.. tapi yaahh gitu,.. ah udahlah",5/25/2024 0:18,negative
@adekiss8501,sampah luar angkasa makin banyak kayanya ðŸ˜‚,5/25/2024 0:17,negative
@sandrokurniawan2832,Kirain starlink ini nggk perlu ada berlangganan lagi.,5/25/2024 0:17,neutral
@ahmadsukron1913,"Di daerah tempat saya kerja lumayan mantap, pelosok sekali Di dusun, kelemahan cuma di hujan dan mati listrik di sekitarnya, walau listrik di proyek masih hidup",5/25/2024 0:17,positive
@tegarnalle6888,ADOH panggil si Indigo itu harus reset router/modem lah apalah AHAHAH 4:24 ðŸ¤£ðŸ¤£,5/25/2024 0:14,negative
@ZabilHyun,kaum flat earth ketar ketir,5/25/2024 0:14,negative
@raffierafshanjani861,Telkom ketar ketir gk sih,5/25/2024 0:12,negative
@alanarvian7464,"Menurut gua enggak, sih soalnya starlink harganya masih gak ngotak, sedangkan tekom masih menguasai pasar pengguna pengguna receh di Indo",5/25/2024 0:44,negative
@GusMusicArt,asik pake hero favorit gw,5/25/2024 0:12,positive
@MuchromJamal,"Akhirnya... ðŸ¤­ðŸ¤­ðŸ¤­ Kok rasanya ngeri-ngeri sedap ya... Kita mulai masuk kedalam project ""$"", zaman dimana manusia dikendalikan oleh satu jaringan yang bernama ""Internet""ðŸ˜Š "" Just one click ""..... BOOM!!! ðŸ˜±",5/25/2024 0:11,negative
@topurtv2395,Aman dari petir kak? Sanggup berapa user kak ?,5/25/2024 0:06,neutral
@triwibowo311,Test di hutan atau di gunung bang kalau di tanah lapang pasti sinyalnya kencengðŸ˜‚,5/25/2024 0:04,neutral
@al-barokahchanel5127,Kalau kesamber petir aman nggk gaes ?,5/25/2024 0:01,positive
@ronaldliauw1325,"Bang Aku mau bekasnya, Please jual di aku aja bang David, aku dimedit juga dekat kita Bang..dipasaran sdh habis Soalnya ,ðŸ˜­aku mau pasang dikampungku biar bs vcall sama ortu.",5/24/2024 23:57,neutral
@cobagame909,Coba di hutan bang,5/24/2024 23:55,negative
@dianfirmansyah973,jangan sampai provider Telkomsel tau ðŸ˜…,5/24/2024 23:55,negative
@ariyok,lemahny awan mendung hujan,5/24/2024 23:51,negative
@chiayadicandra2021,Beli paketnya perbulan atau sekali beli buat selamanya?,5/24/2024 23:47,neutral
@becakngebut5873,Bakalan ada seruan boikot rame2 ndak ya? Elon Musk sudah terang2an dukung Israel lohhhðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,5/24/2024 23:47,negative
@andyh1447,Telkomsel juga pake alat israel. Ga ada yg boikot ðŸ¤£,5/25/2024 2:08,negative
@stereodan7180,Ini ga bikin indihome panik ya?,5/24/2024 23:47,negative
@rizalsiregar5509,Waduh....provider internet mulai keringat dingin apalagi investasi belum balik modal...,5/24/2024 23:46,negative
@dapielpa2403,"Bang tes di tengah kota bang, apakah bisa terpengaruh dengan sinyal2 lain yg ada jd mempengaruhi kecepatan atau tdk",5/24/2024 23:46,neutral
@airlanggaivtinan9835,Kalo kehujanan kira2 ngefek g bang,5/24/2024 23:45,neutral
@FaisalLubies,Kominfo dan Telkomsel tidak senang melihat konten ini.,5/24/2024 23:41,negative
@user-ph2ld6ln6r,"Ini jauh lbh baik dibanding ubique, sudah harganya mahal internetnya lelet, per bulannya bikin sesak napas ðŸ˜‚",5/24/2024 23:38,negative
@slayerbeast9398,Buat player ml desa ping 80 dah termasuk lancar,5/24/2024 23:38,positive
@mrriddiick2531,"Pada lucu lucu yaa netizen, masa internet satelit di samain sm internet fiber ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ Di Indonesia termasuk murah harga internet dibandingkan dgn negara lain . Nama nya berbisnis dgn sebuah negara dan bisnis seorang visioner Gw sih berharap semoga spaceX bbrp puluh tahun kedepan nya bisa menyaingi NASA , dmn semua objek tata surya ""seakan akan"" seperti di manipulasi, entah benar atau tidak bentuk tata surya kita ðŸ˜…ðŸ˜…ðŸ˜… Org pertama yg ke bulan aja kyk seperti di studio , di rekayasa ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",5/24/2024 23:30,negative
@digital_50,Semoga harga quota tambah murah tdk monopoli harga!,5/24/2024 23:28,positive
@RezaAlhafidz01,"Pengen bgt peradaban indonesia maju kyk pemikirannya elon musk, bisa gk sih",5/24/2024 23:28,positive
@mr.icikiwir4542,Kalo untuk di hutan Papua bisa jg X y,5/24/2024 23:25,neutral
@RezaAlhafidz01,Kebayang gk sih gmn majunya teknologi masa depan. Zaman skrg aja udh gila gilaan canggihnya,5/24/2024 23:22,negative
@nikofamily9740,Luar biasa starlink,5/24/2024 23:21,positive
@NadiraAlmahira-ye9hy,Telkomsel mulai ketar ketir lhoo..,5/24/2024 23:20,negative
@indogem6428,Nyedot Listrik nya gede GK bng,5/24/2024 23:20,negative
@pamankicik4943,"kapan hari ketemu si paling indihome ""masih bagusan indihome, lebih stabil"" ðŸ˜‚",5/24/2024 23:20,positive
@anggarexa8871,Tapi gak bisa untuk Android ðŸ˜Œ,5/24/2024 23:19,negative
@bang_ADI94,starling (starbuck keliling) ðŸ˜…,5/24/2024 23:16,neutral
@enzrmedia79,wah harus nyoba nih,5/24/2024 23:16,positive
@tonicop8729,"tambang juga bisa , antenanya ya pasang di atas dong, tarik kabel ke bawah.",5/24/2024 23:11,neutral
@ridhobagus5990,Nggak review Huawei pura 70 ultra bang David ðŸ˜ðŸ˜,5/24/2024 23:09,neutral
@katfyguoi-he4bs,coba di pedalaman kalimantan,5/24/2024 23:08,negative
@henriqunawan5045,Palapa Ring bakalan ketinggalan jaman nih. Dari pada proyek Trilyunan di korupsi mending ajak kerjasama sama Elon Musk aje Pak Jokowi....,5/24/2024 23:07,negative
@ArdiantoAlexander,NanangMrk Pelopor Nembak WiFi tetanggaðŸ˜‚,5/24/2024 23:06,neutral
@Shafiraputri2008,Buset kalo di rumah aja ya mending wifi atau Data seluler,5/24/2024 23:05,negative
@achmadfitrahfauzi6891,Wkwkwkw mampus ketar ketir orang serakah tapi pelayanan buruk,5/24/2024 23:04,negative
@hudayarohis,Lanjut bang semangaðŸ˜‚â¤,5/24/2024 23:04,neutral
@syuhudtv8092,itu powerbanknya kuat berapa jam klo pake starlink kayak gitu bang?,5/24/2024 23:04,neutral
@rifalafiarudin5539,Ka bisa pemakainya bisa berapa hp,5/24/2024 23:00,neutral
@jacoblim5023,bisa nangkep sinyal ALIEN gak bang?,5/24/2024 23:00,negative
@RiekoErlangga,"Luar biasa, satelit asing beredar di atas langit Indonesia",5/24/2024 23:00,neutral
@roron12,"Kalo misal urunan sama tetangga, ada yg download, trus gw pake nge game, menurun gak ping nya?",5/24/2024 22:59,neutral
@klibot,"Hati2 next mainan di lapangan luas, petir kadang jodoh2an suka jilat",5/24/2024 22:56,negative
@stevansiregar8853,"cocok untuk kantor/sekolah/perguruan silat/monastery yg lokasinya di pedalaman/pegunungan/di antartika,Â  koneksi di share ke 20-30 user masih ok selama cuaca bagus (tidak ada awan tebal)",5/24/2024 22:52,positive
@yulikoo3302,Kak udah pernah coba berapa hari kak untuk 20-30 user? Apa tdk di banned?,5/26/2024 8:27,neutral
@itssmeesj8163,10:25,5/26/2024 9:48,neutral
@arif_ipin1283,otomatis ketahuan. karna data yg keluar terlalu banyak,5/27/2024 8:25,negative
@user-dz7zj6cy6n,Boikot starbuck kopi,5/24/2024 22:52,neutral
@firkhafie,Sold out dibeli siapa?,5/24/2024 22:49,negative
@BaniJawwad_Ajwad-pn1ro,kayaknya Bang David Mesti Fitnes Juga Nih....ðŸ˜ðŸ˜ðŸ˜,5/24/2024 22:46,neutral
@Kakapian,â¤â¤â¤â¤â¤â¤,5/24/2024 22:43,positive
@victorrahman,buat kost kostan ke banned gak bang?,5/24/2024 22:42,negative
@domba420,"cobain di gunung, biar ga ada orang ilang lagi",5/24/2024 22:40,positive
@synjack7411,drpd bangun proyek bts banyak korupsi mending proyek starlink aja ke pelosok indonesia,5/24/2024 22:39,negative
@Arsvlog6490,Satelit keliling ðŸ˜…,5/24/2024 22:39,neutral
@trisdulbasyir,Pembunuh telkom nih,5/24/2024 22:30,negative
@rinirisma1407,Bang tes lagi hujan berwana kabut,5/24/2024 22:26,negative
@TukangCukur731,Kmi yang umr hanya 2jt bisa apa ðŸ˜‚,5/24/2024 22:19,neutral
@LangitMuriaGroup,unlimited ga itu apa ada fupnya,5/24/2024 22:18,neutral
@lioneljordanyap9826,telkomsel yg signal abal2 bakal bangkrut,5/24/2024 22:10,negative
@tarikulurfishing,itu petir aman gak mas,5/24/2024 22:07,negative
@nazama2271,"semoga ada banyak yg beli starlink, buat bang elon thanks a lot. semoga ga jadi proyek pemerintah lagi, ntar hilang ditengah jalan jumlahnya kaya BTS.",5/24/2024 22:06,negative
@rsabudin8082,"Bumi itu datar, satelite hoax mau aja di bodoh2inðŸ—¿",5/24/2024 21:56,negative
@dikaraffadaily3887,KALO ADA PETIR GMN BANG?? punyaku internet pemancar 2 x kena petirðŸ˜‚ðŸ˜‚ðŸ˜‚,5/24/2024 21:53,negative
@Isag.tetsuya,Apresiasi buat bapaknya X Ã† A-12,5/24/2024 21:53,neutral
@strongdistributor4975,"dan akhir nya pemerintah turun tangan buat naikin harga , waktu xl kemarin aja yang unlimited tanpa router paket nya di take down anjer padahal 300rban unlimit meski ada fup, teknologi mempermudah mempemurah tapi di persulit sama pemerintah sendiri , ketar ketir ini mah internet pemerintah :D",5/24/2024 21:52,negative
@marosmoratz,Kalau dijual murah info bos,5/24/2024 21:52,neutral
@hartonopreventer,Memang ada garansi dari starlink nya langsung.jika ada mungkin dr distributor.menginggat kantor starlink di indonesia saja tidak ada ðŸ˜‚,5/24/2024 21:52,neutral
@abdulghoni3136,Kayak parabola gitu ye,5/24/2024 21:46,negative
@user-kj5yq5no7v,Gua didalam rumah âŒ kuburan âœ”ï¸ Pakai Star link ðŸ“¡ membantu banget Terimakasih abg Elon Musk .,5/24/2024 21:45,neutral
@mohamadimron8887,Nunggu sekenanya starlink,5/24/2024 21:44,neutral
@jefri4176,"Tolong test di rumah dong,di apartemen cp test ðŸ˜…",5/24/2024 21:44,neutral
@muhammadfaozan9056,Beli hardwarenya diharga berapa?,5/24/2024 21:44,neutral
@samuelmarcelino8558,"4,6 juta",5/24/2024 21:49,neutral
@aldosoleh7340,Awal dari perubahan Internet,5/24/2024 21:40,neutral
@donibayu1041,output nominal dari speedtest gak selalu melulu segitu. untuk upload  download tetep tergantung ke server tujuan user.. beberapa server tujuan ada yg di limit untuk traffic bandwidth nya.. dan yg paling utama adalah kebutuhan IoT dimana server butuh Ip publik/ server cloud(berbayar pihak ke3),5/24/2024 21:36,positive
@Akbarasma-hr3ou,Recommend tidak ribetðŸ‘ðŸ‘ðŸ‘,5/24/2024 21:35,negative
@mustofakamaludin8936,Jadi incaran kkb ini,5/24/2024 21:31,negative
@adityayunita2857,Apakah starlink anti air?kalau misalkan di taruh di luar pasti kehujanan apakah akan bertahan bertahun2 kena hujan?,5/24/2024 21:30,negative
@samuelmarcelino8558,Starlink tahan hujan dan salju bang,5/24/2024 21:50,positive
@realmerealme-by8sj,Papih Elon ngeri betðŸ˜…,5/24/2024 21:26,negative
@PrimusKobar07,Starbucks keliling...Baca selengkapnya,5/24/2024 21:26,neutral
@billysimanjuntak1425,Dulu tahun 2012 - 2015 perusahaan Gue dapat proyek USO Kominfo Telkom bangun tower BTS di Indonesia Timur dan tengah.. 1 BTS dianggarkan Rp 600 - 700 juta.. Udah bener lah ada teknologi Starlink sangat cocok dan murah untuk Indonesia karena negara kepulauan... Buat tower itu rawan dikorupsi banyak yg minta bagian.. Belum lagi penduduk sekitar minta bagian juga padahal untuk komunikasi mereka juga,5/24/2024 21:25,negative
@ekogusti9894,"tapi, kata bang gadgetin ndak bisa serupa demgan rt rw... gimama pendapat abang,,,?",5/25/2024 8:59,negative
@bayunovriandijust6989,Emang rocket itu murah bg? Dan lagi lu mau bandingin telkom ama spacex Kocak lu bg mana mungkin telkom punya dana sebanyak spacex buat bikin ribuan rocket yg antarin satelite Telkom itu perusahaan local pendapatan mereka cuman dari indonesia doang beda ama spacex yg emang udah di kanca internasional apalagi spacex adalah perusahaan paling terkenal dan pembuat rocket no 1 di dunia Mau lu bandingin telkom ama spacex aja nggak masuk akal bagi gua Bayangin bikin satu rocket aja butu 6jt us dollar ini bikin nya ribuan mana ada telkom dana sebanyak itu apalagi telkom ini perusahaan local,5/25/2024 10:53,negative
@altanmedia1592,"â€‹@@ekogusti9894ya dalam satu RT tinggal beli sendiriÂ² lah tiap rumah, atau 1 unit buat 2 rumah.. yg gk bisa kan buat publik",5/25/2024 11:09,neutral
@binarbinarbinaria,salah berfikir kauâ€‹@@bayunovriandijust6989,5/25/2024 16:37,negative
@cajulian6420,Bakalan ada yang iri bisnis yg lain..ðŸ˜‚,5/25/2024 19:11,negative
@MR.69style,Sepertinya akan sangat merubah peta persaingan dn hal2 lain tentang internet di indonesia,5/24/2024 21:25,negative
@user-bl6lt1hw3r,Maksudnya bisa pindah pindah itu gimana bang ? Jadi yg sebulan 750rb itu gak bisa dipindah2 ya alatnya / pasang di tempat lain?,5/24/2024 21:20,neutral
@padma_santika,"bisa pindah paket maksudnya, dari 750 ke paket 1jt misalnya, kalau modemnya mah bisa dibawa ke mana aja, ke laut bisa ke hutan bisa, entah itu paket yg mana aja",5/24/2024 21:50,neutral
@heryudha22,nice,5/24/2024 21:17,positive
@GhiyArts,14:52 wkwkwwkw beliau tertawa dengan gaya khas beliau,5/24/2024 21:14,positive
@user-ur8xc3bt7u,Kalo ada hujan gimn bang ???,5/24/2024 21:12,negative
@Didikurniawan_Official,Coba di tes di pegunungan t4 kamiðŸ˜‚,5/24/2024 21:07,neutral
@clarissazefanya-xb3tc,Bang kalau untuk di tengah lautan masih bisa konek ga tuh jaringannya?,5/24/2024 21:01,neutral
@padma_santika,"bisalah, ini tu pakai satelit bukan kabel, selama ada langit sama listrik buat colokan bisa, klu gak ada listrik bawa jenset atau power bank",5/24/2024 21:51,neutral
@clarissazefanya-xb3tc,Rencana mau pakai di rompong(rakit ikan) kebetulan sekarang hanya pakai radio transceiver kdang suaranya hilang2.,5/24/2024 23:48,neutral
@yosephmanuel94,"ini revolutioner spy telkomsel bisa berbenah jangan korupsi terus, kompetitor emang bagus buat persaingan sehat",5/24/2024 20:59,positive
@ntlf.42,korupsi terus??? maksud elo Telkomsel suka korupsi??? elo tau dimana? mana sumber ato datanya????,5/27/2024 7:24,negative
@full-janamp3mp4lsslanjutto18,"tetap aja, bulanannya termasuk tinggi guys. Belum lg kl antene nya simpan di atap rumah kalau sampai hilang tamatlah sudah ðŸ˜",5/24/2024 20:48,negative
@alinatulrahmatul,Digunung tambah kenceng lah soalnya makin deket,5/24/2024 20:48,positive
@kinos-ve5gu,"Kurang nya 1 aja kaya nya, rawan maling kalau di Indonesia ðŸ˜‚",5/24/2024 20:47,negative
@user-oj2rv4mg3c,Di yahukimo perasaan udah pake starlink dr 2023,5/24/2024 20:46,neutral
@99inspireme,bahaya nih...kedaulatan negara teracam!...klo semua sudah langganan starlink ....!! kapan pun saja bisa di putus sewaktu2 oleh mas elon ! dan provider dalam negri bisa bangkrut !!,5/24/2024 20:37,negative
@ekomarwanto744,Telkom Indonesia ketar ketirðŸ˜‚,5/24/2024 20:37,negative
@adileton820,Semoga setiap kapal milik PELNI punya starlink.... ðŸ˜Š,5/24/2024 20:32,neutral
@IkhwanGamer,"ngeri kali bah, fiber optic ketar ketir lihat internet sistem satelit gini",5/24/2024 20:26,negative
@sirajudinnoor9828,Di bawa ke Gaza apakah juga bsa bang,5/24/2024 20:25,neutral
@anggertians6486,"Kasian ya yg masih gali2 serat optik, ehh disalip ama teknologinya mang elon",5/24/2024 20:19,negative
@dcameraman7823,WiFi versi Elon M,5/24/2024 20:19,neutral
@alimh8048,"Berkah"" internet dari langit ðŸ—¿",5/24/2024 20:17,positive
@bilalngevlog9126,Mantap sih seb narnya buat usaha jualan wifii di plosok desa tapi bayar bulanan ny juga ini mahal,5/24/2024 20:15,negative
@agungwicaksono9177,Bulanan sih murah ada yg 750ribu misal dipake untuk 3 rumah dg kecepatan sbesar itu dan unlimited... Tapi katanya kalo dipake untuk terlalu banyak hp bakal di banned ...,5/27/2024 0:45,negative
@kadekwahyu1511,.,5/24/2024 20:14,neutral
@sandyyuda5105,"Revolusioner karena biayanya terjangkau, dari dulu udh ada layanan model bgn tp harganya sgt mahal Reminder : layanan ini cocoknya untuk yg tgl di daerah yg jauh aksesnya dari mana - mana",5/24/2024 20:03,positive
@Rudi07,"Starling,",5/24/2024 20:02,neutral
@xxluckyxxday6150,starlink hebat jg promosi pake top2 yutuber indo mantap,5/24/2024 19:59,positive
@gghotweels9640,INFO HARGA??,5/24/2024 19:59,neutral
@samuelmarcelino8558,Minimal nonton videonya ðŸ˜‚ðŸ˜‚,5/24/2024 21:55,neutral
@udahenku,"mas david, mudahan video ini di tonton oleh kelompok FE (Flat Earth). menurut mas david, bumi ini bulat atau datar? soalnya ada grafik bumi menampilkan satelit sebanyak 5000, tq ya",5/24/2024 19:57,neutral
@Minann.,Kang wifi be like : info loker,5/24/2024 19:56,neutral
@Brianrahmad-of6rb,mampus tower Telkomsel dan antek-anteknya ketar ketir lihat ini cuk,5/24/2024 19:53,negative
@HenkyMizella,"*STARLINK DAN ELON MILIK MAJIKAN BERNAMA ROTHSCHILD, SEBAGAI TEMAN CANDA PRIBADI DISINI, PENGUASA SELURUH PEMERINTAHAN DIDUNIA, PEMILIK BANK INDONESIA MU! BIKIN SEBALIKNYA DONG BARU BOLEH TAMPIL DAN BANGGA! NO CLASS= NO LIFE!",5/24/2024 19:52,negative
@cagaksenteng8343,"Perlu tahu kualitasnya pas lg hujan deras, mgkn nanti ada yg review...",5/24/2024 19:46,neutral
@aaalit8503,Klo awan mendung bisa GK tuh?,5/24/2024 19:44,neutral
@MwardonoOfficial,250 mbps is hoax?,5/24/2024 19:43,negative
@rinirisma1407,Kayanya generasi iphone 17 bisa nangkap sinyal starlink tanpa router alat ðŸ˜‚,5/24/2024 19:42,neutral
@cintayayuk2971,"proyek yg di korupsi itu tuh, dibelikan ini, kyaknya lebih bener ya ðŸ˜…",5/24/2024 19:39,negative
@anggapermana9943,"bisnis BTS ancur,,ckckck jadi lahan korupsi pula",5/24/2024 19:36,negative
@bambangsribudiono7666,Sepertinya internet seperti radio biasa bisa dihidupin dimana saja,5/24/2024 19:29,neutral
@anindyakhazanah1039,Nunggu review saat cuaca buruk/hujan,5/24/2024 19:23,negative
@lightnur3421,"100mbps 1jt? Ini paket bisnis/rumahan? Soalnya di webnya saja 429rb 100mbps (belum ppn,dll)",5/24/2024 19:15,negative
@Albevibin,Minusnya yaitu *Hujan*,5/24/2024 19:12,negative
@samuelmarcelino8558,Starlink tahan air dan salju bang,5/24/2024 21:53,positive
@PojokTambang87,Kacau!! Semakin mudah KKB mengakses internet bang,5/24/2024 19:12,negative
@sandrewG,SKYLINK,5/24/2024 19:08,neutral
@arcmode4877,"cepet beli ges, biar kaga dimonopoli sama si merah, merah mulu dah yang kena HAHA",5/24/2024 18:46,negative
@abdulhafiz-kt6ox,White alice,5/24/2024 18:42,neutral
@aizuraxheina7866,bang itu batas device yg konek brp?,5/24/2024 18:32,neutral
@ACRMUSIC,"Dari pada harus bawa bawa hardware starlink, mending ditanemin di hape, trus pakernya bisa dipakai oleh beberapa user ðŸ˜„",5/24/2024 18:31,neutral
@DeathFury1,7:51 subscribe woi subscribe kasian tombolnya masih abu ðŸ—¿,5/24/2024 18:30,negative
@cowokDingin185,Kirain internet nya dari tuhan,5/24/2024 18:21,negative
@em_priono3387,Masyarakat yg tinggal di 3T bs kuliah di UT nich,5/24/2024 18:09,neutral
@faisalafandi3884,Di puskesmas  sekolah sangat cocok menggunakan perangkat starlink ini.,5/24/2024 18:05,positive
@Capten777,Ini terlalu mudah dibandingkan dulu VSAT yg harus betul2 center..teknologi mmg terus di upgrade...semoga harganya tdk parah seperti vsat dan non gangguan,5/24/2024 17:59,negative
@cybersatu,"Nyari viewer doang sih kalau konten ini, kalau boleh jujur kurang cocok bang soalnya bukan bidangnya ðŸ˜‚",5/24/2024 16:59,negative
@Allterserah,Keren sih buat negara Indonesia yang banyak gunungÂ² tinggi atau pedalaman hutan yang sulit terkoneksi internet,5/24/2024 16:23,negative
@mazkarojudin9063,Pertanyaannya ada pengaman buat petir gk itu.,5/24/2024 16:08,neutral
@dgunafi,Ini bakal kepake buat orang yang suka keliling pake camper van ke pelosokâ€.. dimana biasanya susah dapet sinyal pake ini bakal full senyum terus sih..,5/24/2024 15:48,positive
@darmawanstart3817,Pakai google map sampai hutan belantaraðŸ˜‚ðŸ˜‚,5/25/2024 20:19,neutral
@busiigaming7033,Pelaut juga kayaknya ðŸ˜‚,5/25/2024 21:48,negative
@selviannanggur_pribadi343,Benar sekali bang... â€‹@@busiigaming7033,5/25/2024 23:13,neutral
@ballzack1747,"â€‹@@darmawanstart3817wah ini bener, untuk org2 yang suka travel/kerja ke pelosokan bakal guna bgt",5/26/2024 3:04,positive
@nawafmubharok6583,Bener bener ngbantu si banng,5/26/2024 9:21,positive
@UcillAE1206,Mbok yem wajib beli ini. ðŸ˜…,5/24/2024 15:20,neutral
@koingwallet1940,Radiusnya brp meter bang?,5/24/2024 15:05,neutral
@umanp8300,Telkomsel sama XL Jatung,5/24/2024 15:02,neutral
@romyrey-tp7cx,mntaaaap,5/24/2024 15:01,positive
@rizalalrasikh9516,"Starlink itu punya Elon dan Elon musk itu orang yang sangat mendukung penjajahan Israel ke Palestina. ""Astaghfirullah""",5/24/2024 15:00,negative
@rizalalrasikh9516,Starlink itu punya Elon dan Elon musk itu orang yang sangat mendukung penjajahan Israel ke Palestina.,5/24/2024 15:00,positive
@funnyrailroadcrossing2767,Mungkinkah dimasa depan internet jd gratis ataupun sangat murah,5/24/2024 14:53,positive
@kocak6355,kalo kena ujan gmna bang apa masih bisa berfungsi?,5/24/2024 14:45,negative
@lutfihakimi4725,listriknya dulu meratain sampai ke pelosok,5/24/2024 14:45,negative
@mamangtri3857,Jikalau ada hujan atau badai petir berpengaruh dengan koneksi iternenya kah? Kayaknya harus review pas hujan nih!! Thank you ðŸ™ðŸ»,5/24/2024 14:29,positive
@rizqiiixdxd,kelaaasss,5/24/2024 14:28,negative
@lanaipangz3798,Semoga indihome,5/24/2024 14:22,positive
@lanaipangz3798,Semoga indihome melihat ini  bsa menurunkan tarifnya ðŸ˜‚ krna kalau smua org tau starlink ini OP gada obat.,5/24/2024 14:23,negative
@Ivan_Syafiiy,Jadi ini yg disebut starbak keliling oleh org2 di jalanan sono?,5/24/2024 14:01,negative
@aldryangkotta9277,Berapa device yg bisa di konekan sama starlink bang,5/24/2024 14:01,neutral
@Lynxlynx2132,Internet cepat buat apaðŸ—¿,5/24/2024 13:54,positive
@daniramdani762,"Itu alat yg buat nangkap sinyal satelit gak boleh terhalang ya, durabilitas gimana ya taruh outdoor kaya parabola kena hujan panas. Untuk dipakai rumahan kantor.",5/24/2024 13:53,neutral
@brianfahmi6120,Kek nya para pelaut bakal berguna bgt sih,5/24/2024 13:51,positive
@adinsyaputra5543,Ini sangat bagus di Papua pedalaman ðŸ‘ðŸ™ðŸ»,5/24/2024 13:48,positive
@syawal_siregar,"berarti tanpa kartu GSM bisa internetanlah ya... pakai WA kayaknya dah cukup buat nelpon,pesan dan VC. gak perlu beli pulsa,paket data.. paling buat keluar rumah aja makai gsm. bahaya juga ya buat provider lokal.. tinggal nunggu kemungkinan receiver nya tanpa listrik pasti bablas dah..",5/24/2024 13:47,negative
@hirokageyama4422,16:10 buat yg nyari dayanya soalnya kita dihutan ga ada listrik,5/24/2024 13:46,neutral
@joeoctavianus,"Tp sayangnya masih perlu listrik ya, kalau bisa tanpa colok listrik sih keren bisa dipakai ke mana2.",5/24/2024 13:38,positive
@ardchannel7436,15:41 INTERNET CEPAT BUAT APAðŸ—¿ðŸ—¿ðŸ—¿,5/24/2024 13:27,neutral
@abuelrumi,"boss sinyal satelit itu selama org nya msh di planet bumi bahkan di dlm air laut pun pasti ada sinyal.. sinyal yg punya elon itu sinyal satelit mo dimanapun pasti dpt,,sinyal elon itu bkn sinyal seluler yg kadang ada kadang ilang ðŸ˜…",5/24/2024 13:21,neutral
@rakhasyach2255,Buat apa internet kencang ðŸ¤¡ðŸ—¿,5/24/2024 13:20,negative
@asep9572,curiga penjualan starlink laris tiba2 dikenain pajak,5/24/2024 13:20,negative
@asep9572,semoga harganya stabil trus,5/24/2024 13:20,positive
@IkuIku-jv1oj,Bayar ga perbulan?,5/24/2024 13:19,negative
@mr.mugistory2838,Jarak sinyal Wifi dari pemancar ke user maksimal berapa jauh bang?,5/24/2024 13:14,neutral
