author,description,pubdate,sentiment
@mr.icikiwir4542,jika hutan papua juga x y,5/24/2024 23:25,neutral
@RezaAlhafidz01,bayang tidak  gmn maju teknologi zaman skrg saja sudah gila gila canggih,5/24/2024 23:22,negative
@nikofamily9740,starlink,5/24/2024 23:21,positive
@NadiraAlmahira-ye9hy,telkomsel ketar tir lhoo,5/24/2024 23:20,negative
@indogem6428,nyedot listrik  gede tidak bng,5/24/2024 23:20,negative
@pamankicik4943,ketemu  indihome bagus indihome stabil,5/24/2024 23:20,positive
@anggarexa8871,tidak android,5/24/2024 23:19,negative
@bang_ADI94,starling starbuck keliling,5/24/2024 23:16,neutral
@enzrmedia79,nyoba ,5/24/2024 23:16,positive
@tonicop8729,tambang antena ya pasang tarik kabel,5/24/2024 23:11,neutral
@ridhobagus5990,tidak review huawei pura 70 ultra bang david,5/24/2024 23:09,neutral
@katfyguoi-he4bs,coba dalam kalimantan,5/24/2024 23:08,negative
@henriqunawan5045,palapa ring tinggal jaman  proyek trilyunan korupsi mending ajak kerjasama elon musk aje jokowi,5/24/2024 23:07,negative
@ArdiantoAlexander,nanangmrk pelopor nembak wifi tetangga,5/24/2024 23:06,neutral
@Shafiraputri2008,buset jika rumah saja ya mending wifi data seluler,5/24/2024 23:05,negative
@achmadfitrahfauzi6891,wkwkwkw mampus ketar tir orang serakah layan buruk,5/24/2024 23:04,negative
@hudayarohis,bang semanga,5/24/2024 23:04,neutral
@syuhudtv8092,powerbanknya kuat jam jika pake starlink seperti gitu bang,5/24/2024 23:04,neutral
@rifalafiarudin5539,ka maka hp,5/24/2024 23:00,neutral
@jacoblim5023,nangkep sinyal alien tidak bang,5/24/2024 23:00,negative
@RiekoErlangga,satelit asing edar langit indonesia,5/24/2024 23:00,neutral
@roron12,jika urun tetangga yang download terus saya pake nge game turun tidak ping ,5/24/2024 22:59,neutral
@klibot,hati2 next main lapang luas petir kadang jodoh2an suka jilat,5/24/2024 22:56,negative
@stevansiregar8853,cocok kantorsekolahperguruan silatmonastery yang lokasi pedalamanpegunungandi antartika koneksi share 2030 user ok cuaca bagus awan tebal,5/24/2024 22:52,positive
@yulikoo3302,kak sudah coba kak 2030 user tidak banned,5/26/2024 8:27,neutral
@itssmeesj8163,1025,5/26/2024 9:48,neutral
@arif_ipin1283,otomatis tahu karna data yang,5/27/2024 8:25,negative
@user-dz7zj6cy6n,boikot starbuck kopi,5/24/2024 22:52,neutral
@firkhafie,sold out beli,5/24/2024 22:49,negative
@BaniJawwad_Ajwad-pn1ro,seperti bang david mesti fitnes ,5/24/2024 22:46,neutral
@Kakapian,,5/24/2024 22:43,positive
@victorrahman,kost kostan banned tidak bang,5/24/2024 22:42,negative
@domba420,cobain gunung biar tidak orang ilang,5/24/2024 22:40,positive
@synjack7411,drpd bangun proyek bts korupsi mending proyek starlink saja pelosok indonesia,5/24/2024 22:39,negative
@Arsvlog6490,satelit keliling,5/24/2024 22:39,neutral
@trisdulbasyir,bunuh telkom ,5/24/2024 22:30,negative
@rinirisma1407,bang tes hujan wana kabut,5/24/2024 22:26,negative
@TukangCukur731,kmi umr 2jt,5/24/2024 22:19,neutral
@LangitMuriaGroup,unlimited tidak fupnya,5/24/2024 22:18,neutral
@lioneljordanyap9826,telkomsel yang signal abal2 bangkrut,5/24/2024 22:10,negative
@tarikulurfishing,petir aman tidak mas,5/24/2024 22:07,negative
@nazama2271,semoga yang beli starlink bang elon thanks a lot semoga tidak proyek perintah nanti hilang tengah jalan seperti bts,5/24/2024 22:06,negative
@rsabudin8082,bumi datar satelite hoax saja bodoh2in,5/24/2024 21:56,negative
@dikaraffadaily3887,jika petir gmn bang punya internet pancar 2 x kena petir,5/24/2024 21:53,negative
@Isag.tetsuya,apresiasi bapak x a12,5/24/2024 21:53,neutral
@strongdistributor4975, perintah turun tangan naikin harga xl kemarin saja unlimited router paket  take down anjer 300rban unlimit fup teknologi mudah murah sulit perintah ketar tir mah internet perintah d,5/24/2024 21:52,negative
@marosmoratz,jual murah info bos,5/24/2024 21:52,neutral
@hartonopreventer,garansi starlink  langsungjika dari distributormenginggat kantor starlink indonesia,5/24/2024 21:52,neutral
@abdulghoni3136,seperti parabola gitu ye,5/24/2024 21:46,negative
@user-kj5yq5no7v,saya dalam rumah kubur pakai star link bantu banget terimakasih abg elon musk,5/24/2024 21:45,neutral
@mohamadimron8887,nunggu kena starlink,5/24/2024 21:44,neutral
@jefri4176,tolong test rumah dongdi apartemen cp test,5/24/2024 21:44,neutral
@muhammadfaozan9056,beli hardwarenya harga,5/24/2024 21:44,neutral
@samuelmarcelino8558,46 juta,5/24/2024 21:49,neutral
@aldosoleh7340,ubah internet,5/24/2024 21:40,neutral
@donibayu1041,output nominal speedtest tidak melulu segitu upload download tetep gantung server tuju user server tuju yang limit traffic bandwidth  yang utama butuh iot mana server butuh ip publik server cloudberbayar ke3,5/24/2024 21:36,positive
@Akbarasma-hr3ou,recommend ribet,5/24/2024 21:35,negative
@mustofakamaludin8936,incar kkb,5/24/2024 21:31,negative
@adityayunita2857,starlink anti airkalau taruh hujan tahan bertahun2 kena hujan,5/24/2024 21:30,negative
@samuelmarcelino8558,starlink tahan hujan salju bang,5/24/2024 21:50,positive
@realmerealme-by8sj,papih elon ngeri bet,5/24/2024 21:26,negative
@PrimusKobar07,starbucks kelilingbaca lengkap,5/24/2024 21:26,neutral
@billysimanjuntak1425,2012 2015 usaha saya proyek uso kominfo telkom bangun tower bts indonesia timur 1 bts anggar rp 600 700 juta sudah bener teknologi starlink cocok murah indonesia negara pulau tower rawan korupsi yang duduk komunikasi,5/24/2024 21:25,negative
@ekogusti9894,bang gadgetin ndak demgan rt rw gimama dapat abang,5/25/2024 8:59,negative
@bayunovriandijust6989,emang rocket murah bg lu bandingin telkom ama spacex kocak lu bg telkom dana spacex buat ribu rocket yang antarin satelite telkom usaha local dapat cuman indonesia doang beda ama spacex yang emang sudah kanca internasional spacex usaha kenal buat rocket no 1 dunia lu bandingin telkom ama spacex saja tidak masuk akal saya bayangin buat rocket saja butu 6jt us dollar buat  ribu telkom dana telkom usaha local,5/25/2024 10:53,negative
@altanmedia1592,tinggal beli rumah 1 unit 2 rumah yang tidak publik,5/25/2024 11:09,neutral
@binarbinarbinaria,salah berfikir kau,5/25/2024 16:37,negative
@cajulian6420,iri bisnis yang,5/25/2024 19:11,negative
@MR.69style,rubah peta saing dn hal2 internet indonesia,5/24/2024 21:25,negative
@user-bl6lt1hw3r,maksud pindah pindah gimana bang yang bulan 750rb tidak dipindah2 ya alat pasang,5/24/2024 21:20,neutral
@padma_santika,pindah paket maksud 750 paket 1jt modem mah bawa saja laut hutan paket yang saja,5/24/2024 21:50,neutral
@heryudha22,nice,5/24/2024 21:17,positive
@GhiyArts,1452 wkwkwwkw beliau tertawa gaya khas beliau,5/24/2024 21:14,positive
@user-ur8xc3bt7u,jika hujan gimn bang,5/24/2024 21:12,negative
@Didikurniawan_Official,coba tes gunung t4,5/24/2024 21:07,neutral
@clarissazefanya-xb3tc,bang laut konek tidak tuh jaring,5/24/2024 21:01,neutral
@padma_santika,bisa  pakai satelit kabel langit listrik colok klu tidak listrik bawa jenset power bank,5/24/2024 21:51,neutral
@clarissazefanya-xb3tc,rencana pakai rompongrakit ikan pakai radio transceiver kdang suara hilang2,5/24/2024 23:48,neutral
@yosephmanuel94,revolutioner spy telkomsel benah korupsi kompetitor emang bagus saing sehat,5/24/2024 20:59,positive
@ntlf.42,korupsi maksud elo telkomsel suka korupsi elo tau mana sumber ato data,5/27/2024 7:24,negative
@full-janamp3mp4lsslanjutto18,saja bulan guys lg kl antene  simpan atap rumah hilang tamat,5/24/2024 20:48,negative
@alinatulrahmatul,gunung kenceng deket,5/24/2024 20:48,positive
@kinos-ve5gu, 1 saja seperti  rawan maling indonesia,5/24/2024 20:47,negative
@user-oj2rv4mg3c,yahukimo asa sudah pake starlink dari 2023,5/24/2024 20:46,neutral
@99inspireme,bahaya nihkedaulatan negara teracamklo langgan starlink putus sewaktu2 mas elon provider negri bangkrut,5/24/2024 20:37,negative
@ekomarwanto744,telkom indonesia ketar tir,5/24/2024 20:37,negative
@adileton820,semoga kapal milik pelni starlink,5/24/2024 20:32,neutral
@IkhwanGamer,ngeri kali bah fiber optic ketar tir lihat internet sistem satelit gini,5/24/2024 20:26,negative
@sirajudinnoor9828,bawa gaza bsa bang,5/24/2024 20:25,neutral
@anggertians6486,kasi ya yang gali2 serat optik ehh salip ama teknologi mang elon,5/24/2024 20:19,negative
@dcameraman7823,wifi versi elon m,5/24/2024 20:19,neutral
@alimh8048,berkah internet langit,5/24/2024 20:17,positive
@bilalngevlog9126,mantap  seb narnya usaha jual wifii plosok desa bayar bulan ny mahal,5/24/2024 20:15,negative
@agungwicaksono9177,bulan  murah yang 750ribu dipake 3 rumah dg cepat sbesar unlimited jika dipake hp banned,5/27/2024 0:45,negative
@kadekwahyu1511,,5/24/2024 20:14,neutral
@sandyyuda5105,revolusioner biaya jangkau sudah layan model bgn tapi harga sgt mahal reminder layan cocok yang tgl daerah yang akses,5/24/2024 20:03,positive
@Rudi07,starling,5/24/2024 20:02,neutral
@xxluckyxxday6150,starlink hebat juga promosi pake top2 yutuber indo mantap,5/24/2024 19:59,positive
@gghotweels9640,info harga,5/24/2024 19:59,neutral
@samuelmarcelino8558,minimal nonton video,5/24/2024 21:55,neutral
@udahenku,mas david mudah video tonton kelompok fe flat earth mas david bumi bulat datar grafik bumi tampil satelit 5000 tq ya,5/24/2024 19:57,neutral
@Minann.,kang wifi be like info loker,5/24/2024 19:56,neutral
@Brianrahmad-of6rb,mampus tower telkomsel antekanteknya ketar tir lihat cuk,5/24/2024 19:53,negative
@HenkyMizella,starlink elon milik majikan nama rothschild teman canda pribadi kuasa perintah dunia milik bank indonesia mu buat tampil bangga no class no life,5/24/2024 19:52,negative
@cagaksenteng8343,kualitas pas lg hujan deras mgkn yang review,5/24/2024 19:46,neutral
@aaalit8503,jika awan mendung tidak tuh,5/24/2024 19:44,neutral
@MwardonoOfficial,250 mbps is hoax,5/24/2024 19:43,negative
@rinirisma1407,seperti generasi iphone 17 nangkap sinyal starlink router alat,5/24/2024 19:42,neutral
@cintayayuk2971,proyek yang korupsi tuh beli kyaknya bener ya,5/24/2024 19:39,negative
@anggapermana9943,bisnis bts ancurckckck lahan korupsi,5/24/2024 19:36,negative
@bambangsribudiono7666,internet radio dihidupin mana,5/24/2024 19:29,neutral
@anindyakhazanah1039,nunggu review cuaca burukhujan,5/24/2024 19:23,negative
@lightnur3421,100mbps 1jt paket bisnisrumahan webnya 429rb 100mbps ppndll,5/24/2024 19:15,negative
@Albevibin,minus hujan,5/24/2024 19:12,negative
@samuelmarcelino8558,starlink tahan air salju bang,5/24/2024 21:53,positive
@PojokTambang87,kacau mudah kkb akses internet bang,5/24/2024 19:12,negative
@sandrewG,skylink,5/24/2024 19:08,neutral
@arcmode4877,cepet beli ges biar kaga monopoli  merah merah mulu dah kena haha,5/24/2024 18:46,negative
@abdulhafiz-kt6ox,white alice,5/24/2024 18:42,neutral
@aizuraxheina7866,bang batas device yang konek brp,5/24/2024 18:32,neutral
@ACRMUSIC,bawa bawa hardware starlink mending ditanemin hape terus pakernya pakai user,5/24/2024 18:31,neutral
@DeathFury1,751 subscribe woi subscribe kasi tombol abu,5/24/2024 18:30,negative
@cowokDingin185,kirain internet  tuhan,5/24/2024 18:21,negative
@em_priono3387,masyarakat yang tinggal 3t bs kuliah ut nich,5/24/2024 18:09,neutral
@faisalafandi3884,puskesmas sekolah cocok perangkat starlink,5/24/2024 18:05,positive
@Capten777,mudah banding vsat yang betul2 centerteknologi mmg upgradesemoga harga tidak parah vsat non ganggu,5/24/2024 17:59,negative
@cybersatu,nyari viewer doang  konten jujur cocok bang bidang,5/24/2024 16:59,negative
@Allterserah,keren  negara indonesia gunung dalam hutan sulit koneksi internet,5/24/2024 16:23,negative
@mazkarojudin9063,tanya kam petir tidak,5/24/2024 16:08,neutral
@dgunafi,kepake orang suka keliling pake camper van pelosok mana susah dapet sinyal pake full senyum ,5/24/2024 15:48,positive
@darmawanstart3817,pakai google map hutan belantara,5/25/2024 20:19,neutral
@busiigaming7033,laut seperti,5/25/2024 21:48,negative
@selviannanggur_pribadi343,bang,5/25/2024 23:13,neutral
@ballzack1747,bener org2 suka travelkerja loso bgt,5/26/2024 3:04,positive
@nawafmubharok6583,bener bener ngbantu  banng,5/26/2024 9:21,positive
@UcillAE1206,mbok yem wajib beli,5/24/2024 15:20,neutral
@koingwallet1940,radius brp meter bang,5/24/2024 15:05,neutral
@umanp8300,telkomsel xl jatung,5/24/2024 15:02,neutral
@romyrey-tp7cx,mntaaaap,5/24/2024 15:01,positive
@rizalalrasikh9516,starlink elon elon musk orang dukung jajah israel palestina astaghfirullah,5/24/2024 15:00,negative
@rizalalrasikh9516,starlink elon elon musk orang dukung jajah israel palestina,5/24/2024 15:00,positive
@funnyrailroadcrossing2767,masa internet jadi gratis murah,5/24/2024 14:53,positive
@kocak6355,jika kena hujan gmna bang fungsi,5/24/2024 14:45,negative
@lutfihakimi4725,listrik meratain pelosok,5/24/2024 14:45,negative
@mamangtri3857,hujan badai petir pengaruh koneksi iternenya kah seperti review pas hujan  thank you,5/24/2024 14:29,positive
@rizqiiixdxd,kelaaasss,5/24/2024 14:28,negative
@lanaipangz3798,semoga indihome,5/24/2024 14:22,positive
@lanaipangz3798,semoga indihome bsa turun tarif krna smua org tau starlink op gada obat,5/24/2024 14:23,negative
@Ivan_Syafiiy,yang starbak keliling org2 jalan sono,5/24/2024 14:01,negative
@aldryangkotta9277,device yang konekan starlink bang,5/24/2024 14:01,neutral
@Lynxlynx2132,internet cepat,5/24/2024 13:54,positive
@daniramdani762,alat yang nangkap sinyal satelit tidak halang ya durabilitas gimana ya taruh outdoor seperti parabola kena hujan panas pakai rumah kantor,5/24/2024 13:53,neutral
@brianfahmi6120,seperti  laut guna bgt ,5/24/2024 13:51,positive
@adinsyaputra5543,bagus papua dalam,5/24/2024 13:48,positive
@syawal_siregar,kartu gsm internetanlah ya pakai wa seperti dah nelponpesan vc tidak beli pulsapaket data rumah saja maka gsm bahaya ya provider lokal tinggal nunggu receiver  listrik bablas dah,5/24/2024 13:47,negative
@hirokageyama4422,1610 yang nyari daya hut tidak listrik,5/24/2024 13:46,neutral
@joeoctavianus,tapi sayang listrik ya colok listrik  keren pakai mana2,5/24/2024 13:38,positive
@ardchannel7436,1541 internet cepat,5/24/2024 13:27,neutral
@abuelrumi,boss sinyal satelit org  msh planet bumi dalam air laut sinyal sinyal yang elon sinyal satelit mo mana dptsinyal elon bkn sinyal seluler yang kadang kadang ilang,5/24/2024 13:21,neutral
@rakhasyach2255,internet kencang,5/24/2024 13:20,negative
@asep9572,curiga jual starlink laris tiba2 dikenain pajak,5/24/2024 13:20,negative
@asep9572,semoga harga stabil terus,5/24/2024 13:20,positive
@IkuIku-jv1oj,bayar tidak bulan,5/24/2024 13:19,negative
@mr.mugistory2838,jarak sinyal wifi pancar user maksimal bang,5/24/2024 13:14,neutral
@reykantgaming3108,biaya bulan tidak bang,5/24/2024 13:12,neutral
@samuelmarcelino8558,minimal nonton video,5/24/2024 21:57,neutral
@26jt,jika hujan gmna tuh,5/24/2024 13:11,negative
@rianrosa7051,coba pas hujan petir mas,5/24/2024 13:06,neutral
@nafi_uddin,finally you get the love of the indonesian people owner of x,5/24/2024 12:57,positive
@frlcom7800,penasaran jika lagi hujan deress awan hitam pekat masih bsa nggk yaa,5/24/2024 12:53,negative
@aannurdiansah1185,bang review hujan stabil n kencang,5/24/2024 12:52,neutral
@haalip6368,bang misteri box nyo,5/24/2024 12:49,neutral
@Muhammadwaluyo-ph7ci,harga perangkat rp45jt terus harga paket rp750rbu ehmm saya setia indosat deh rp100rbu dapet 100gb indosat im3 rp135rbu kuota 150gb maklum saya kere yaaa realistis saja ,5/24/2024 12:47,negative
@Rafli-sc2si,internet cepat,5/24/2024 12:42,negative
@onefencer6169,gimana ya jika sharing orang konekin starlink beli paket  cuman orang doang beli paket  share maaf ye jika buntu,5/24/2024 12:41,neutral
@azzhaahirvicky490,tidak nang pojok tuh kaum bumi datar sangkal satelit,5/24/2024 12:40,negative
@BabyWhale0007,ngonten live dealay,5/24/2024 12:39,neutral
@SaxophoneNostalgia,izin bangapakah alat fungsi malam langit gelap,5/24/2024 12:39,neutral
@deynaraa3252,ya pasti bg,5/25/2024 22:28,neutral
@andrerizky1355,tenagapanel surya bang fungsi pas matahari,5/26/2024 1:46,neutral
@MashandaniYaniYani,tambah teknologi informasi keren 2411,5/24/2024 12:31,neutral
@pendekarcacing201,maksimal conect brapa bang biar tidak blokir,5/24/2024 12:29,neutral
@julianaprillianto-jroffici8231,jika sudah rv gagetin hype ne benda,5/24/2024 12:27,negative
@HampirinMandE,mantab war tiket,5/24/2024 12:17,positive
@yakinziliwu9751,maksimal device yang terkonek,5/24/2024 12:16,neutral
@LyeeKnedyCH,2111 periksa khodam gratis,5/24/2024 12:14,neutral
@aliramdani7700,bang batre power bank merk,5/24/2024 12:13,neutral
@tefukarime,liat video  gadgetin barang aneh power bank temu,5/24/2024 12:20,neutral
@Adembeee1,telkomsel ketar tir,5/24/2024 12:10,negative
@fergame.4620,cocok banget andrew kalaweit,5/24/2024 12:05,positive
@andrisantoso618,negara2 lomba lomba cari cuan technologies baru indonesia sibuk urus selesai tempo sdm orang indonesia maju problem capai didik benar2 cerdas generasi muda hufffftttt,5/24/2024 11:58,negative
@babahzahrul9297,bang info batas guna max brpa,5/24/2024 11:56,neutral
@tefukarime,unlimited,5/24/2024 12:06,positive
@babahzahrul9297,mksd ge user yang konek wifinya bang 20 30 org gitu pakai,5/24/2024 12:21,neutral
@raismuhammadnur7106,malaysia 350rb 600mbps,5/24/2024 11:53,neutral
@tefukarime,naval ,5/24/2024 12:07,positive
@duniaberkilau5239,jika yang maka 10 orang yang harga 750 lelet g ,5/24/2024 11:52,negative
@tefukarime,gantung list,5/24/2024 12:07,neutral
@cale1543,syuting pik,5/24/2024 11:50,neutral
@yunusmift2825,asli indo jual ecer bangalias djual sharing seperti wifi kabel cabang cabangin cuan wifi murah ratus ribu,5/24/2024 11:49,neutral
@DennyTriswardhana,numpang pake bulan tidak y,5/24/2024 11:48,neutral
@tefukarime,750rb 1 unlimited 300mbps,5/24/2024 12:08,neutral
@Aku_bingung2277,saya tidak suka 1 doang jika anboxing barang  kasar grusah grusuh,5/24/2024 11:48,negative
@tefukarime, barang plosok ya,5/24/2024 12:09,negative
@rifqiatwindadika3686,saya david pakai plat merah astinet 11 dedicated cbn emang cbn broadband 17 saja sudah cakep,5/24/2024 11:45,positive
@reimonandisuwa,alat residential rumah mobile ya beli paket rumah tidak dibawabawa,5/24/2024 11:34,neutral
@tefukarime,batas  lupa meter,5/24/2024 12:10,neutral
@reimonandisuwa,register residential terus sewaktu2 bawa pindah plan,5/24/2024 21:36,neutral
@NALDOsa25,ambon,5/24/2024 11:32,neutral
@kaileehidra2910,isp isp tai emang fup unlimited fup sim hp tidak ya adain starlink,5/24/2024 11:32,neutral
@AkmalSDaiya,jual belikan voucher wifinya,5/24/2024 11:23,neutral
@nazahrannafiskurniawan3490,kurang internet satelit starlink 1 internet satelit starlink pengaruh kondisi cuaca jika cuaca tidak bagus koneksi internetnya ganggu 2 internet satelit starlink tidak cocok main game kompetitif karna pingnya tidak stabil internet kabel 3 harga paket internet satelit starlink mahal 750 ribu 86 juta rupiah jika beli modem router antena satelit starlink website resmi bayar pake kartu kredit masyarakat tinggal daerah pencil kartu kredit 4 router internet starlink tidak port lan hubung komputer wifi extender tidak beli kabel adaptor erthernet hubung kabel lan router komputer wifi extender harga kabel adaptor erternet mahal,5/24/2024 11:21,negative
@tefukarime,bagus starlink telkomsel starlink telkomsel badai gada beda kelbihan  unlimeted gratis router sangga masang gratis harga paket murah banget,5/24/2024 12:13,positive
@nazahrannafiskurniawan3490,iya mesen beli modem internet starlink website resmi bayar pake kartu kredit masyarakat daerah 3t kartu kredit,5/24/2024 13:26,neutral
@nazahrannafiskurniawan3490,jika dipake main game kompetitif tidak cocok pingnya tidak stabil internet kabel,5/24/2024 13:27,negative
@zulhendra-pd2ql,pakai kartu debet kak,5/25/2024 6:29,neutral
@nazahrannafiskurniawan3490,pd2ql kartu debit tidak bayar pake kartu kredit beli modem website resmi,5/25/2024 7:00,neutral
@Nanno_Masihe,kabar satelit satria indo,5/24/2024 11:20,neutral
@junkthe,uji laten tarus kendara gerak,5/24/2024 11:17,neutral
@agengtirta2655,bang cobain hutan amazon,5/24/2024 11:17,neutral
@tefukarime,hutan kalimantsn dah jika amazon tinggal liat youtuber,5/24/2024 12:14,neutral
@aliefreinaldi,semoga nonton rejekinya,5/24/2024 11:07,positive
@iwanxxa,bentar perintah tidak tinggal diam harga dimahalin biar tetep make,5/24/2024 11:05,negative
@IMadeKrisna.,video sejarah 20 depan maju internet baru,5/24/2024 11:03,positive
@ymxina,next test starlink gunung ato negeri bang david,5/24/2024 11:02,neutral
@Ajai_channel,minimal pakai bg,5/24/2024 11:00,neutral
@mikahoy,bawa beda kabupaten memang pakai paket standard ta seperti tidak deh ganti paket,5/24/2024 10:57,neutral
@ekonuroke4078,liat starlink inget teknologi nikola tesla,5/24/2024 10:57,positive
@ymxina,periksa potensi radiation harm  ngg bang david,5/24/2024 10:54,neutral
@masbudchannel1419,mahal power bank ankernya,5/24/2024 10:53,negative
@tefukarime,bawa saja genset,5/24/2024 12:17,neutral
@rambutlegend2589,alat  kesamber petir gimana,5/24/2024 10:51,negative
@Firmansyah.126,bagus daerah pelosok negeri yang susah internet,5/24/2024 10:45,positive
@nukedeni2065,konek brpa hp,5/24/2024 10:43,neutral
@tefukarime,10 orang jika tidak salah,5/24/2024 12:19,neutral
@zulfikorilhamberliano6644,bagi ala youtuber gadgedin bantu chanel dg promosi,5/24/2024 10:43,neutral
@ekohermansyah5292,indigo ketar tir ,5/24/2024 10:39,negative
@halahmboh1064,nanti oknum perintah yang ngajuin beli 1000starlink dibeliin 100 doang sisa masuk kantongv,5/24/2024 10:37,negative
@Thebluesstyle,elon musk cerdas ciptain perangkat,5/24/2024 10:34,neutral
@jonsiregar6582,yang bs bantu brp meter jangkau jar internet  trims abg2 smua,5/24/2024 10:31,neutral
@tefukarime,gantung sumber listrik ,5/24/2024 12:21,neutral
@jonsiregar6582,meter radius  bang jika sumber listrik yang video gadgetin bang,5/26/2024 11:02,neutral
@muhammadazwaranas9561,tunggu antena hape,5/24/2024 10:30,neutral
@tohron1830,salah solusi ruwet kabel provider internet jalan,5/24/2024 10:23,negative
@putuferdiana325,bang kosan 10 kamar tidak ya,5/24/2024 10:22,neutral
@heruharyanto9832,bayangin uang korupsi jhonny jhonny yes papa komplot jika dibeliin starlink sudah tercover internet indonesia wkwkwkwk,5/24/2024 10:22,negative
@adikurnianugroho677,kirain testing alat atas gunung susah sinyal bang,5/24/2024 10:20,negative
@bhondanary3679,tidak pake laut kapal layar,5/24/2024 10:17,neutral
@fiksum238,d gunung jika d kota at kampung saja sma yuteber yang,5/24/2024 10:14,neutral
@iwanzams3032,jangkau routernyqabrp meter kira2,5/24/2024 10:12,neutral
@wanch4921,cocok  ntr beli kampung kampung sulit sinyal elit telkomsel itu jarang banget inti indonesia maju,5/24/2024 10:04,positive
@ismanmuslimin4771,nebeng ama tetangga 2 rumahbayar bareng,5/24/2024 10:03,neutral
@AsalKlik9,cocok yang daerah tidak indihome krna bulan lumayan 700000 mending indihome,5/24/2024 10:00,positive
@TheSaddam07,5000 satelit seperti,5/24/2024 9:59,negative
@novitaelectrik,bus pariwisata bus malam cocok pakai,5/24/2024 9:59,positive
@GiryGuitarist,bayang jika jadi seperti castaway nemu starlink pulau tidak hun satu2nya barang yang smartphone endingnya,5/24/2024 9:58,negative
@yuyuyuno00,jangkau segimana  bang,5/24/2024 9:56,negative
@achmadoza676,bang powerbank  mana beli matilampu nihh,5/24/2024 9:54,neutral
@rudy3502,750rbbln msh hitung mahal juga utk golongan2,5/24/2024 9:54,negative
@anindachannel3043,sakit provider indonesia,5/24/2024 9:52,negative
@rozysharif2847,kena air hujan aman ngak bang,5/24/2024 9:51,positive
@user-pw4tf6bt2z,cocok abang abang ojol yang susah sinyal biar dapet order,5/24/2024 9:50,positive
@ochaabimanyu6269,apa daya wifi rumah saya maksimal 300kbps,5/24/2024 9:49,negative
@dinoriadi4834,saudarakujgn dibodohin elon sia juang indonesia jangkau internet bangun tower star langgan gitu bagus langgan dengan telkomsel milik uang seperti orang baratjgn bodoh saudara,5/24/2024 9:47,negative
@taladermawan149,pemerintahkalau tau elon kluarin produk beginingapain luncurin satelit satria bumi cendrawasih ya,5/24/2024 9:47,neutral
@pindahserver3005,gmn jika starlink jadiin wifi,5/24/2024 9:44,neutral
@kenny75krenzz2,ladang cuan pemerintahbentar atur urus ijin,5/24/2024 9:41,negative
@okeyy12,starlink sadap main internet ilegal,5/24/2024 9:35,neutral
@ramafenesa5304,jika beli starling beli bulan kira beli starling langsung pasang bayar,5/24/2024 9:33,neutral
@mukhibulloh,beli pasang atap aman jangka aman tidak jika kena hujan intens,5/24/2024 9:28,positive
@triwais402,elon musk tidak  arti starlink indo,5/24/2024 9:20,neutral
@bayuprabowosukses6819,umum in sya allah bayu usaha kosan 20 pintu rawa jaya dkat kmpus uin palembang tempat tempat yang strategis,5/24/2024 9:19,neutral
@syifasyifs2212,ngeri banget dah,5/24/2024 9:15,negative
@krisnasip,pakai kapal laut ngak,5/24/2024 9:13,neutral
@cimonscrew1014,aman pakai hujan petir hujan slalu petir,5/24/2024 9:09,negative
@Karyawan_Zwazta,ngak issue aman data ya bang,5/24/2024 9:07,negative
@TheWilly5514,bagus daerah pencil,5/24/2024 9:05,positive
@fkgaming2988,indigo ketar tir,5/24/2024 9:01,negative
@ekobudiprayogo2326,white alice cipta almarhum tesla,5/24/2024 9:00,neutral
@Fearlezz17,daya paket 10 mbps 160000rpbln 7 hp,5/24/2024 8:58,neutral
@AZfifaReal,dari pd tidak,5/26/2024 5:43,negative
@Barneedyou,syukur bg harga segitu dh murah hemat,5/26/2024 7:41,positive
@Fearlezz17,iya bg kouta hehe,5/26/2024 7:51,positive
@Barneedyou,iya bg beneran kuota dh mahal wifi buat keluarga betah rumah kurang potensi nongki tidak promo upgrade saja bg 20mbps cuman 510k tapi worth it,5/26/2024 8:07,positive
@afridasyahfitri1461,daya pake kuota,5/26/2024 12:06,neutral
@imamhrp3411,letak genteng medan 2 ilang,5/24/2024 8:57,neutral
@Balmon-jp2bt,bng david make starlink beli kouta langsung masuk internetnya hp nyalain wifi,5/24/2024 8:56,neutral
@nikolee99,bentar lg tiongkok mengcopy paste tekonologi tapi huawei sdh pk satelit u hp2 huawei kl masuk jadi mahal,5/24/2024 8:51,negative
@yungsingboy,semoga bisah masuk timor leste  pin game mentok 6070ms doang,5/24/2024 8:44,negative
@vilzkhalifa987,harga paket brpaan bang,5/24/2024 8:42,neutral
@arifyudha420,goks  teknologi musk elon,5/24/2024 8:41,negative
@tabardiman6751,kelar tuh telkomsel,5/24/2024 8:40,neutral
@akagami.9383,mantap starlink,5/24/2024 8:40,positive
@user-cx4kw2xl7g,bang beli saja langgan seperti wifi gtu,5/24/2024 8:39,neutral
@meychankho5107,kabel tiangkalo tidak salah indihome adayg iklan  diperanin al ghazali,5/24/2024 8:36,neutral
@hoslydeddysinaga4611,nanya bos user ip yang izin konek router warga yang nemu jaring,5/24/2024 8:34,neutral
@tomi-yj5vr,listrik kalbar listrik,5/24/2024 8:33,neutral
@adriansyahsandagang4611,cover area  ngk bang,5/24/2024 8:32,negative
@hsrsquad7646,semoga depan yang enak biar kemana2,5/24/2024 8:28,positive
